"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"7601","Electronic","Rusko","Woo Boost","4lY0v0skiWm1UjRZTVXCnh",39,0.000688,0.661,249480,0.8,0.3,"B",0.1,-4.222,"Minor",0.129,139.876,"4/4",0.609
"7602","Movie","Nathan Lane","Why Does The Whole Damn World Adore Me: Whiteside","2EvtIv85ET8H49iVUX7uk0",12,0.931,0.486,257227,0.371,0,"G",0.152,-13.27,"Major",0.078,125.303,"5/4",0.525
"7603","Dance","Iggy Pop","Lust For Life","21YxK0klhpfLW8budkJaMF",66,0.0276,0.383,313926,0.97,0,"A",0.0942,-5.638,"Major",0.0435,101.603,"4/4",0.62
"7604","Anime","SILENT SIREN","DanceMusiQ","5x5zHM9yVRTJ4vJe13UN5Y",22,0.00145,0.542,246173,0.895,0,"C#",0.0591,-4.55,"Major",0.0593,172.004,"4/4",0.606
"7605","Children’s Music","Finger Eleven","Paralyzer","28IEbk5a7twNTbUEvWslUb",69,0.169,0.645,208107,0.941,0,"E",0.251,-3.425,"Minor",0.0448,106.015,"4/4",0.881
"7606","Folk","Steely Dan","Kid Charlemagne","3sqNXrDvCy4nid6XbaA2Cg",50,0.269,0.529,278800,0.691,0.00654,"C",0.656,-9.552,"Major",0.0717,96.694,"4/4",0.752
"7607","World","Buena Vista Social Club","Buena Vista Social Club","3ofkEmGpqIZt9dPZwRLMDz",49,0.831,0.652,292574,0.27,0.914,"D",0.092,-18.121,"Major",0.0396,101.667,"4/4",0.525
"7608","Indie","Bear Hands","2AM","6dBZy6s7ThEQAQz49Ff2dG",47,0.00208,0.602,295680,0.699,0.00143,"A#",0.12,-5.097,"Minor",0.0264,88.026,"4/4",0.283
"7609","Electronic","Röyksopp","Circuit Breaker","1sj0tCwc2vH6AwCSADtn7c",28,0.000156,0.637,324661,0.925,0.677,"A#",0.0904,-6.84,"Minor",0.0548,132.976,"4/4",0.715
"7610","Blues","North Mississippi Allstars","Dyin' days","4bZhdKupXPha8IBdcwNhNR",30,0.924,0.591,250733,0.3,0.00497,"D",0.159,-13.881,"Major",0.044,152.847,"4/4",0.275
"7611","Movie","Richard M. Sherman","Overture - Mary Poppins - Instrumental/Soundtrack Version","07Vnb42MatZFs6KIxlWpC4",25,0.732,0.358,177720,0.254,0.109,"C",0.0747,-17.329,"Major",0.0363,83.299,"4/4",0.421
"7612","Pop","Sia","Alive","25R5Tdr4K7ENb6umHzdCXn",66,0.254,0.508,263520,0.762,0.000122,"F#",0.108,-4.217,"Minor",0.0489,99.963,"4/4",0.444
"7613","Movie","Alan Menken","Grow For Me - 1982 Original Cast","1UZnrzYlaJvM4MPPV19iQQ",21,0.753,0.534,139493,0.398,0,"D#",0.531,-13.32,"Major",0.183,136.605,"3/4",0.628
"7614","Comedy","Monty Python","Romans Go Home - Life Of Brian / Soundtrack Version","0SfeWqtMCw9dJndee0swk3",12,0.967,0.669,102413,0.304,0,"G#",0.191,-13.488,"Major",0.928,95.511,"5/4",0.495
"7615","Movie","Mandy Moore","I See the Light","4MJYsDTjTVLk9oFYmlhPFP",28,0.832,0.244,223840,0.159,1.49e-06,"F",0.0701,-14.344,"Major",0.0326,93.098,"4/4",0.158
"7616","R&B","Jacquees","Beauty Doesn’t Cry","7t8ngwC5FCukqqUZkOjb2a",52,0.183,0.755,238187,0.492,0,"A#",0.0923,-6.857,"Minor",0.17,128.001,"4/4",0.342
"7617","Jazz","BADBADNOTGOOD","In Your Eyes - Nosaj Thing Remix","5idpkdIZJS70qhBNZQNcsC",43,0.114,0.349,200504,0.353,4.11e-06,"F",0.0676,-9.386,"Major",0.0593,79.54,"4/4",0.181
"7618","Hip-Hop","Andy Mineo","Crazy","37CdotmYnsgAdAucorVEdA",46,0.0664,0.448,126182,0.621,0,"F",0.0983,-5.954,"Major",0.164,167.712,"4/4",0.347
"7619","Dance","Beyoncé","End of Time","3FPUFltTjg6ClUL2wr9ux6",65,0.0328,0.711,223987,0.811,0.000517,"F#",0.0649,-7.503,"Minor",0.219,117.999,"4/4",0.785
"7620","Indie","Cold War Kids","Hang Me Up To Dry","3IXRdLsQib8m0hBbQpe7T8",62,0.0241,0.509,218787,0.916,0.000402,"D",0.36,-2.793,"Major",0.0324,92.432,"4/4",0.672
"7621","Children's Music","All-Star Kids Cast","Little Bo Peep","3NQ3FmlVrzotWGQihmGEjX",3,0.797,0.53,82213,0.25,3.45e-06,"C",0.29,-16.445,"Major",0.0394,80.007,"4/4",0.169
"7622","Classical","Herbert von Karajan","La Flauta Magica (Obertura 6)","4DZPa3y5Eu3FLTxBKIbert",32,0.969,0.396,374680,0.0867,0.0409,"D#",0.123,-18.456,"Major",0.0627,90.167,"4/4",0.0789
"7623","Indie","Rainbow Kitten Surprise","The Comedown","4FMRToryd5E6dwGPh0hA26",52,0.287,0.811,231267,0.546,0.000401,"G",0.116,-10.046,"Major",0.0764,115.065,"4/4",0.313
"7624","Comedy","Lewis Black","My.......virginity","1ebhehPR8SxAkJeJyln1KP",19,0.873,0.48,660627,0.836,0,"A#",0.685,-8.924,"Minor",0.935,83.674,"4/4",0.0621
"7625","Rap","Webbie","Independent (feat. Lil' Boosie and Lil' Phat)","65D95SmygxGCQGiI64eaZf",54,0.00113,0.725,250027,0.431,0,"C#",0.14,-5.988,"Minor",0.0707,174.083,"4/4",0.199
"7626","Electronic","Portishead","Silence","6CLLkUajKRN9LS9PeK3OZF",37,0.224,0.501,299587,0.821,0.0653,"B",0.347,-7.377,"Major",0.0522,63.995,"3/4",0.132
"7627","Opera","Francesco Feo","Feo: Dies irae: ""Juste Judex ultionis""","3FCfbfgHpzmbBfAQikywD5",23,0.99,0.386,101680,0.187,1.12e-05,"E",0.0847,-16.369,"Major",0.0487,110.106,"5/4",0.527
"7628","Blues","Kid Bailey","Rowdy Blues","75ToackOie9J7ZptaPbPxY",24,0.994,0.589,180976,0.116,0.0419,"C",0.122,-17.218,"Major",0.0463,97.815,"3/4",0.577
"7629","Reggaeton","El Alfa","Rita Escapo","4X9bUpk8q55zRhGdQk0dNu",19,0.0758,0.809,159040,0.982,0,"C#",0.134,-4.728,"Major",0.0895,125.072,"4/4",0.833
"7630","Anime","OxT","Union (TV Size)","7G9PhwLMriAS6uERq9AMfZ",31,0.0628,0.47,90693,0.864,0,"C#",0.136,-4.287,"Major",0.0543,88.843,"4/4",0.783
"7631","Folk","Vance Joy","First Time","6OFKVE2HZdK3n2tbTDMhn3",54,0.313,0.639,224627,0.894,4.3e-06,"C",0.168,-7.184,"Major",0.142,116.009,"4/4",0.39
"7632","Comedy","Tim Wilson","First Baptist Bar And Grill","6cUNnCbj1r9Yh1wvqZZ0ee",20,0.543,0.776,179040,0.688,0,"A#",0.344,-7.827,"Minor",0.318,114.056,"4/4",0.827
"7633","Alternative","In This Moment","Black Wedding (feat. Rob Halford) - Edit","3ok7ZCCUKgjnB9HaqFde9Z",42,0.00161,0.518,218174,0.97,0,"C#",0.133,-3.225,"Minor",0.0717,136.979,"4/4",0.525
"7634","Movie","Dick Van Dyke","Fidelity Fiduciary Bank - From ""Mary Poppins""/Soundtrack Version","4OlskbEVBi1jpQKBbKHbm9",41,0.711,0.581,213400,0.158,0,"C",0.214,-18.461,"Major",0.287,127.061,"4/4",0.418
"7635","Electronic","Snails","STOMP - Original Mix","0OqIyc5l7mGnDo7bho5VJG",33,2.11e-05,0.616,258207,0.998,0.766,"G",0.796,-2.723,"Major",0.0779,145.015,"4/4",0.554
"7636","Anime","WagakkiBand","拍手喝采","4tTFwmlHMhFtBQUSifxr15",25,0.0182,0.491,270067,0.917,0.00653,"C#",0.327,-4.955,"Minor",0.138,171.915,"4/4",0.713
"7637","Opera","Gioachino Rossini","William Tell: Overture","0beutedIuUxraPxG7B7Trz",21,0.954,0.318,183040,0.414,0.938,"E",0.151,-16.003,"Major",0.0424,171.072,"4/4",0.58
"7638","Pop","Eli Young Band","Crazy Girl","1nVLAEzhBXMJLR5zAl90Nl",67,6e-04,0.358,200707,0.708,0.00498,"E",0.281,-3.736,"Major",0.0315,150.966,"3/4",0.227
"7639","Folk","Paula Cole","Where Have All the Cowboys Gone?","2ck13qfgRZ1msyEJlDqzvk",47,0.0351,0.588,263653,0.826,0,"B",0.454,-6.182,"Minor",0.0569,129.021,"4/4",0.621
"7640","Rap","Blueface","Choose a Player","0sqqFM4j2oTkx5ZbfZHs2J",53,0.127,0.901,118534,0.256,0,"B",0.207,-13.547,"Minor",0.594,101.262,"4/4",0.212
"7641","Children’s Music","Choker","Juno","6OpU3cvY19M2hFxTbLKy5L",57,0.921,0.442,231681,0.267,0.00026,"G",0.148,-12.857,"Major",0.0365,120.075,"4/4",0.116
"7642","Folk","Lord Huron","Lost in Time and Space","6BqmgqzgKNxPszu1I6gOpn",54,0.723,0.246,284707,0.621,0.5,"E",0.234,-6.435,"Major",0.0358,123.16,"4/4",0.079
"7643","Folk","Scott Helman","Machine","5bd7amccz6nBtODT3TgAZE",50,0.787,0.544,173907,0.354,0,"D",0.108,-7.711,"Major",0.0299,81.486,"4/4",0.351
"7644","Ska","MxPx","Far Away - Live","7iiIHxjarMYIZhV0tQjq6I",23,2.02e-05,0.238,196960,0.956,0.0765,"F#",0.833,-6.479,"Major",0.0687,150.415,"4/4",0.395
"7645","Soul","Harold Melvin & The Blue Notes","Wake Up Everybody","2NMbpeb1VI7GyeJQMJZF2I",48,0.402,0.578,452733,0.646,0,"F#",0.227,-8.126,"Major",0.0698,97.844,"4/4",0.658
"7646","Movie","Leigh Harline","Angry Cricket","71zGRXcskIVnPwjBLaSiK2",16,0.954,0.373,79533,0.0297,0.633,"D",0.17,-23.199,"Minor",0.0496,77.215,"4/4",0.0655
"7647","Classical","Chris Thile","Douglas Fir (feat. Aoife O'Donovan)","43r4aDB3w2xjeo1fY4YAU7",29,0.949,0.695,269120,0.347,0.00414,"D",0.0812,-13.208,"Major",0.0583,113.863,"4/4",0.475
"7648","Rap","50 Cent","No Romeo No Juliet","5CE1jL4dkfZlX5CiHZh5ap",60,0.345,0.852,268487,0.602,0,"D#",0.0579,-5.587,"Minor",0.332,119.922,"4/4",0.415
"7649","Movie","Brad Kane","One Jump Ahead (Reprise)","6LNdgw2RMWQLrlGUzcUO4z",45,0.968,0.227,61360,0.0523,0.0057,"A#",0.113,-19.743,"Major",0.0357,93.762,"4/4",0.186
"7650","Soul","Great Good Fine Ok","Touch","0XYvHhtD8ONs8Kqzx7D1On",51,0.36,0.701,218670,0.7,2.87e-05,"G#",0.165,-6.634,"Major",0.0766,99.954,"4/4",0.432
"7651","Pop","Drake","Shut It Down","3d8PDk3B4am5c6TsUCznUW",56,0.414,0.584,419307,0.445,0,"C",0.158,-9.523,"Major",0.0719,119.917,"4/4",0.389
"7652","Folk","Brett Dennen","Cassidy","2JR7RCUN6pZIoyNzaqxdUa",58,0.182,0.602,268440,0.595,8.44e-06,"G#",0.0812,-10.337,"Major",0.0339,84.362,"4/4",0.962
"7653","Ska","Transplants","Gravestones And Burial Plots","20gjoov3LCbSlecG5aEl4w",26,0.000382,0.675,178300,0.873,3.28e-05,"C#",0.0412,-3.039,"Major",0.104,97.48,"4/4",0.477
"7654","Movie","Jean Claude Corbel","Aladin 3","098l6dnXfxqJP8YpFFrE2P",0,0.782,0.644,258867,0.417,0,"D#",0.626,-15.419,"Major",0.879,102.963,"3/4",0.494
"7655","Electronic","Mount Kimbie","How We Got By","2YjdhziaHroiYMClwCBbIQ",48,0.8,0.461,306638,0.322,0.164,"E",0.107,-16.197,"Minor",0.0326,180.072,"4/4",0.306
"7656","Country","George Strait","I Cross My Heart - Pure Country Soundtrack Version","6FHXJu99aQAUnivEjPhuUR",58,0.293,0.528,212000,0.432,6.94e-05,"D#",0.107,-10.222,"Major",0.0258,130.91,"4/4",0.311
"7657","Soundtrack","Trevor Morris","Alexius","5C2FmBUBnXSgyQCkr9v1H3",33,0.209,0.369,155413,0.688,0.754,"G#",0.113,-13.104,"Major",0.0591,145.893,"4/4",0.0893
"7658","Country","Alan Jackson","I'll Fly Away","3otPJZCk274E2FIS1ESA3H",45,0.72,0.677,133160,0.449,0,"F#",0.165,-9.8,"Major",0.034,112.926,"4/4",0.378
"7659","Children's Music","Juice Music","Man On The Moon","1qTskVEYYDzdqrCpbkDcC4",0,0.636,0.891,116800,0.189,6.59e-05,"B",0.115,-10.836,"Major",0.0561,144.9,"4/4",0.878
"7660","Soundtrack","Johan Söderqvist","Battlefield V Legacy Theme","3LBzYSJzJVCyff1bLBOzcr",51,0.377,0.545,215867,0.623,0.852,"G#",0.13,-13.835,"Major",0.0465,171.95,"3/4",0.198
"7661","Indie","Nick Hakim","I Don't Know","6ejOqrr7r2LcUDxIqZyygp",58,0.722,0.512,299839,0.313,0.0163,"D",0.112,-9.528,"Major",0.0392,110.237,"4/4",0.116
"7662","Dance","The Human League","Human - Remastered","3gE2Af7Tgd1iZOO1xbTqoh",49,0.0666,0.641,229160,0.528,0.000362,"G#",0.0729,-11.11,"Major",0.0254,101.399,"4/4",0.524
"7663","Blues","J.J. Cale","Call The Doctor","55ROr3cl3yi4YRBgfpDy1d",42,0.174,0.482,148333,0.166,0.546,"C#",0.0979,-18.522,"Minor",0.0465,242.903,"3/4",0.653
"7664","Jazz","Ibrahim Ferrer","Bruca Manigua","2nRmc4GL2U1Ehrqzf4eCqF",52,0.836,0.499,284320,0.371,0.00557,"A#",0.131,-11.624,"Major",0.0449,110.274,"4/4",0.684
"7665","World","Ali Farka Touré","Monsieur Le Maire De Niafunké","5i78Fa8Koz0ghcfwJUPmg3",43,0.804,0.589,238907,0.427,0.905,"F",0.124,-13.527,"Major",0.0295,99.648,"4/4",0.376
"7666","Reggaeton","Legarda","Nutella","6y2IQZaol2y6LvQKwKDPeP",66,0.0231,0.83,182831,0.758,0.000431,"A",0.0608,-3.674,"Minor",0.155,97.01,"4/4",0.702
"7667","Opera","Georges Bizet","""Carmen Fantasie"", by Franz Waxman, based on themes from an opera by Georges Bizet","5AjpYr8ae9Us8ObS1r7LgB",10,0.945,0.289,570467,0.198,0.372,"D",0.376,-19.827,"Major",0.0536,72.798,"4/4",0.342
"7668","Soul","Dan Caplen","Closer To You (feat. Sinéad Harnett)","34awK00Tgp6KW6jgxiY5mR",59,0.106,0.796,196118,0.603,0,"E",0.125,-5.118,"Minor",0.0379,98.011,"4/4",0.57
"7669","Reggaeton","El Sica","Ceder Un Adios","2f4hPb7uxG9t8S8H9Wlf8A",23,0.5,0.732,231384,0.755,0,"A",0.0705,-4.907,"Minor",0.082,83.027,"4/4",0.786
"7670","Comedy","Rachel Feinstein","Joking After Sex","63O7kscnwAmWWAVaU2vjWw",24,0.884,0.542,197256,0.728,0,"C#",0.397,-6.857,"Major",0.905,82.491,"4/4",0.384
"7671","Reggaeton","Daddy Yankee","Estan Locos","2MSEozqoqufrgVdiEnzf6H",30,0.01,0.918,84573,0.595,0,"C",0.127,-9.273,"Major",0.245,95.984,"4/4",0.79
"7672","Classical","Howard Shore","The Passage of the Marshes","5LpkX1NtwX7vnVoGetUa0z",41,0.505,0.135,166200,0.1,0.918,"E",0.115,-24.384,"Minor",0.0411,82.564,"4/4",0.0322
"7673","Rock","Weezer","Do You Wanna Get High?","5IJ6rniX2mkT2ITklBSx6a",50,0.00111,0.443,207760,0.813,8.32e-05,"D#",0.117,-7.274,"Minor",0.0456,132.046,"4/4",0.691
"7674","Alternative","NEEDTOBREATHE","BE HERE LONG","6aXKP2TWEkgruJvRujGMKG",46,0.0327,0.512,215307,0.883,2.46e-06,"C",0.34,-3.137,"Major",0.0453,155.97,"4/4",0.527
"7675","Hip-Hop","Lil Baby","Minute","3JfXV0Cz7XhfydszEZrLvz",54,0.00183,0.75,238147,0.473,0,"A",0.135,-8.707,"Major",0.126,122.081,"4/4",0.318
"7676","Blues","The Doobie Brothers","South City Midnight Lady","3RfkudPVUehnrpI8zw2D1E",34,0.351,0.58,329027,0.535,5.75e-05,"C",0.161,-10.804,"Major",0.0265,113.229,"4/4",0.709
"7677","Children’s Music","Audioslave","Exploder","68aNm1vMglmMicHwdf2krv",50,0.00106,0.541,206000,0.889,0,"B",0.294,-4.103,"Major",0.0579,82.51,"4/4",0.652
"7678","Rock","COIN","Talk Too Much","7FX3ZWE70VRjsprg5oeECc",67,0.0106,0.598,187813,0.914,1.22e-06,"E",0.369,-3.752,"Major",0.0878,103.972,"4/4",0.531
"7679","Reggae","Dispatch","Only the Wild Ones","2acbW2I3x82OmRfKdV4hZq",58,0.413,0.492,253165,0.7,0.00013,"G#",0.0996,-7.001,"Major",0.0437,110.741,"4/4",0.605
"7680","Soundtrack","Trent Reznor and Atticus Ross","Careful What You Wish For","1FqVQA88fb3p3XKyLa5G1l",26,0.891,0.213,449833,0.404,0.856,"E",0.167,-16.01,"Major",0.0404,96.45,"3/4",0.0474
"7681","Pop","Tamia","Into You (feat. Fabolous)","0JC3ynTNoZaWjZHXzeapYy",64,0.219,0.677,294093,0.531,0,"G",0.173,-7.683,"Minor",0.0327,91.104,"4/4",0.57
"7682","Country","Kacey Musgraves","Miserable","0bKj0ufzQWt2b2ZCNVX2nw",52,0.776,0.626,180333,0.432,0.0012,"D#",0.344,-9.142,"Major",0.0253,102.021,"4/4",0.327
"7683","Jazz","Paul Brown","I Say A Little Prayer","4HsaDJlUJwOF0hhYuhCzSA",45,0.603,0.714,217053,0.443,9.14e-06,"C",0.095,-9.349,"Major",0.0414,113.749,"4/4",0.351
"7684","Jazz","Coleman Hawkins","April in Paris - 1996 Remastered","6jViGcoDfDbur0OvYNTJup",33,0.984,0.482,187893,0.137,0.951,"A",0.119,-17.276,"Minor",0.0401,70.106,"4/4",0.533
"7685","Electronic","UZ","UNDERGRND","2AIRjuG5CsnyfmLU0LhjgT",48,0.0179,0.858,208463,0.526,0.707,"C",0.356,-6.97,"Minor",0.102,140.02,"4/4",0.357
"7686","Indie","Castlecomer","All Of The Noise - Big Data Remix","2YcteWkaxwqXSsCULUJumU",47,0.0202,0.637,221299,0.717,0.000103,"D",0.0851,-5.682,"Major",0.0343,153.979,"4/4",0.56
"7687","Rap","Eminem","Arose","3fYptFSlH8Xs7Uoybytyrm",64,0.168,0.532,274627,0.906,0,"E",0.14,-6.118,"Minor",0.446,140.684,"1/4",0.547
"7688","Ska","The Skatalites","Consider Me","76X8KgreRcbnSFSnz5z3nX",30,0.46,0.706,158307,0.412,0.00173,"G",0.0723,-8.047,"Minor",0.202,168.806,"4/4",0.78
"7689","Rap","In This Moment","Black Wedding (feat. Rob Halford)","3zUwwYcmob803s2Bkck8GY",64,0.00796,0.54,247373,0.967,0,"C#",0.683,-4.174,"Minor",0.162,136.896,"4/4",0.293
"7690","Soul","Bettye Swann","Make Me Yours","3axZhjWYerBhaovH5MlkTZ",57,0.454,0.711,195293,0.492,1.45e-05,"D#",0.126,-8.119,"Major",0.0325,107.917,"4/4",0.868
"7691","Classical","Agustín Barrios Mangoré","Waltzes, Op. 8: No. 1, Primavera","07WtSHpg6COereu2uvcbgC",0,0.986,0.209,310413,0.0475,0.889,"A",0.0775,-32.165,"Major",0.0482,171.29,"4/4",0.243
"7692","Comedy","George Carlin","Early Influences","1TaxvVvc21gDkIq3q4AW1B",12,0.992,0.713,122347,0.183,0,"B",0.135,-20.248,"Major",0.843,87.312,"4/4",0.556
"7693","Blues","Peter Frampton","It's A Plain Shame - Live","6akZUoqVJQz2NIGg5VL7ra",30,0.00873,0.511,243533,0.941,0.000204,"G",0.976,-4.632,"Major",0.0954,118.223,"4/4",0.375
"7694","Jazz","Alfonso Ponticelli","Lito's Place","3DvGrsZ5SO9ylp6CMApa3k",38,0.902,0.683,266907,0.371,0.58,"D",0.107,-14.141,"Minor",0.0731,100.311,"4/4",0.576
"7695","Folk","Cursive","The Recluse","3hwbRqQLezmv5Yo2LITSnb",47,0.138,0.633,183267,0.622,0,"A#",0.118,-10.13,"Major",0.0352,96.14,"4/4",0.531
"7696","Movie","Idina Menzel","Surprise","5fRw4Fxzc5kHF9DgvMmDqp",25,0.778,0.486,223427,0.439,0,"D",0.381,-8.488,"Major",0.0815,118.339,"4/4",0.568
"7697","Blues","The Byrds","All I Really Want to Do","1MI0O2mwTpdwkZpfWz4J7o",34,0.111,0.452,123760,0.574,0,"A",0.0823,-7.936,"Major",0.0321,123.204,"4/4",0.811
"7698","Soundtrack","Jeremy Soule","Churl's Revenge","4YjWvWLzN7JY0fh9ZInVYU",36,0.911,0.43,68362,0.447,0.792,"E",0.107,-20.301,"Minor",0.0375,83.795,"5/4",0.0379
"7699","Classical","Carl Orff","Orff: Carmina Burana: Fortuna Imperatrix Mundi - I. ""O Fortuna""","2afx7sZttPusX6WNJdQecw",25,0.951,0.252,150467,0.047,0.354,"D",0.203,-17.153,"Minor",0.0334,140.662,"4/4",0.384
"7700","Opera","Léo Delibes","Coppelia: Act III - Marche de la cloche, Fete de la cloche - Divertissement","2VGcVNNkuoUC38EXP3Tf9A",10,0.884,0.313,173067,0.112,0.967,"A#",0.125,-23.618,"Major",0.0339,111.913,"4/4",0.291
"7701","Dance","Poolside","Hot In The Shade","7v77r6ch1dszdie86DqZuB",47,0.219,0.791,233196,0.511,0.945,"E",0.0859,-10.66,"Major",0.0388,102.038,"3/4",0.358
"7702","Indie","Jake Scott","I Don't Miss You","1sztf6bHyHxoLi5LkZEH9c",48,0.0694,0.721,235991,0.358,0,"G",0.115,-9.909,"Major",0.0626,109.916,"4/4",0.167
"7703","Movie","Henri Salvador","Chanson du début de la fin - Version edit","3aBQneo32M02lLkjgVtJUW",17,0.0351,0.425,147960,0.491,0,"A",0.0967,-15.139,"Minor",0.0535,124.136,"4/4",0.286
"7704","Country","John Prine","Fish And Whistle","4qA8M5hJn45rtFyWH5Ixar",44,0.345,0.724,194707,0.369,0,"G",0.0592,-15.259,"Major",0.0422,82.941,"4/4",0.86
"7705","Electronic","Thievery Corporation","Amerimacka","2ACFb47CnPhNJ1669vb59S",32,0.259,0.689,341533,0.675,0.694,"B",0.513,-9.254,"Minor",0.0392,76.826,"4/4",0.355
"7706","Ska","The Flatliners","These Words Are Bullets","1BGF0rGYJ5jzyRFVoBCyWk",23,5.01e-05,0.39,193453,0.995,0,"A",0.398,-2.985,"Major",0.204,94.693,"4/4",0.206
"7707","Soul","Adele","Love in the Dark","6oQRvWaoFDJpTTnaWdzhXt",59,0.536,0.333,285947,0.341,0,"A",0.109,-6.025,"Minor",0.0304,109.812,"4/4",0.142
"7708","Anime","Akiko Shikata","Taga Tameno Sekai","4nSMMbUeJhXh2mRGHlX7tV",29,0.494,0.615,226107,0.835,0,"F#",0.0709,-4.802,"Major",0.0553,129.965,"4/4",0.464
"7709","Pop","G-Eazy","Crash & Burn","3rtuukjxyg57bDRZbkkt5l",60,0.0719,0.558,180360,0.778,0,"D#",0.0905,-4.03,"Minor",0.274,88.125,"4/4",0.294
"7710","Folk","Orleans","Still the One","74va8wQ7R7hI5xXAu02TqM",47,0.0217,0.57,232880,0.6,0,"E",0.0957,-11.618,"Major",0.039,143.861,"4/4",0.611
"7711","Jazz","Bonobo","Eyesdown","0XiHcuUEf1wmvmX1cOaVR9",53,0.0442,0.758,326240,0.455,0.493,"E",0.11,-9.199,"Minor",0.12,129.976,"3/4",0.183
"7712","Jazz","Héctor Lavoe","Que Lio","6vpNZMYGeJ3rnwcToI9BQd",45,0.811,0.618,277413,0.388,0.00026,"F",0.0854,-9.605,"Minor",0.0534,172.849,"4/4",0.77
"7713","Pop","Charlie Puth","Slow It Down","6TapyDFlRUlZ4cmIaqJx4k",61,0.264,0.733,190053,0.754,0,"C",0.131,-3.392,"Minor",0.0593,115.024,"4/4",0.849
"7714","Children’s Music","State Champs","Our Time to Go","29VZaw57nwUtKeGBVv1n9K",50,0.0103,0.256,224111,0.892,0,"G#",0.0801,-3.36,"Major",0.0519,168.172,"3/4",0.602
"7715","Indie","Kllo","Predicament","1EckJ5J1pPYfbE05adwGN8",56,0.64,0.759,225345,0.526,0.796,"B",0.105,-9.154,"Major",0.0359,122.031,"4/4",0.154
"7716","Soul","Abhi//Dijon","Often","4RdBZE3BH44wZXoj2vmjez",54,0.845,0.599,189786,0.27,0.00042,"E",0.11,-17.638,"Major",0.0905,124.155,"5/4",0.377
"7717","Soundtrack","John Debney","Main Titles - Princess Diaries Score - Score","2ujV4s7kebg7kGP7FZUXql",40,0.954,0.181,56307,0.024,0.82,"A",0.108,-27.667,"Major",0.0355,74.877,"3/4",0.194
"7718","R&B","LION BABE","Get into the Party Life","5Cp7mTA2Piq65qWi8h71Q5",62,0.00377,0.734,178480,0.732,0.209,"F",0.106,-6.054,"Minor",0.0295,140.021,"4/4",0.515
"7719","Comedy","Todd Barry","Movie At Motel","18JOSFNQzBCd1fKl96CHiR",17,0.822,0.627,35480,0.595,0,"C#",0.836,-15.766,"Major",0.937,76.797,"1/4",0.828
"7720","Country","Carrie Underwood","Little Toy Guns","4lnnde7PnrXR3pUzQKBe6X",55,0.00407,0.434,210760,0.868,1.98e-06,"G",0.0919,-1.208,"Major",0.0603,161.886,"4/4",0.204
"7721","Pop","2 Chainz","Momma I Hit A Lick (feat. Kendrick Lamar)","7jKUnzzOGhAlPjr7LkIUlE",76,0.202,0.796,173760,0.467,3.32e-05,"B",0.206,-6.293,"Major",0.34,179.974,"3/4",0.4
"7722","Comedy","Demetri Martin","Other Jokes","3J6bX1cyAE5rKxleWDyXwB",49,0.736,0.522,87307,0.954,0,"F",0.663,-11.962,"Minor",0.908,60.597,"4/4",0.0732
"7723","Folk","Patty Griffin","Luminous Places","2zbhHh1FpFELv8R6vDriyV",25,0.965,0.357,293162,0.0484,0.000125,"A#",0.153,-18.26,"Major",0.0391,77.633,"4/4",0.299
"7724","R&B","Chris Brown","Songs On 12 Play","4tdTnMZx4VIYdXAxL499IH",53,0.0623,0.695,228640,0.722,0,"A",0.301,-4.679,"Minor",0.0547,122.045,"4/4",0.752
"7725","Folk","Broken Social Scene","1972","265nlNqx9HgtYSkX0uft7Z",46,0.266,0.503,293707,0.482,0.124,"A",0.0656,-8.983,"Major",0.0259,97.6,"4/4",0.317
"7726","Reggaeton","Olga Tanon","Me Cambio Por Ella","2pMsiXclJxGvmBscD1b2sB",36,0.564,0.703,277000,0.874,1.23e-06,"C",0.192,-4.937,"Minor",0.0554,141.024,"4/4",0.877
"7727","Indie","Omar Apollo","Ignorin","0zxtATAx8TrZG0034YBZD5",52,0.0221,0.849,148357,0.49,0.0701,"C",0.151,-10.416,"Major",0.0662,145.022,"4/4",0.827
"7728","Comedy","Myq Kaplan","Sports, Analogies, And Copyright Infringement","33AWWcCfVkQHEhtGdfhTsT",16,0.89,0.566,141707,0.881,0,"D",0.904,-10.208,"Major",0.938,64.354,"3/4",0.344
"7729","World","Hillsong UNITED","Tell The World - Live","767rnsKl0LbtCC5olie3vk",27,0.000178,0.506,244507,0.951,1.3e-06,"F#",0.859,-5.587,"Minor",0.0536,142.979,"4/4",0.455
"7730","Soundtrack","Jóhann Jóhannsson","A Model of the Universe","0iGFvoTYLKGfZstM4JH6yc",52,0.982,0.345,172444,0.044,0.96,"G",0.221,-29.256,"Minor",0.0453,90.43,"4/4",0.0675
"7731","R&B","HONNE","Crying Over You ◐","7i1pavASRUZk62ejaUIESa",67,0.0815,0.385,242672,0.62,0,"C#",0.352,-8.316,"Minor",0.147,75.564,"4/4",0.415
"7732","Anime","L'Arc-en-Ciel","Spiral","6TrVfZnzu7ckmoZSHd2M2H",15,0.00125,0.518,241093,0.929,0,"C",0.0738,-4.499,"Minor",0.0336,91.001,"4/4",0.857
